Date,Open,High,Low,Close,Volume
2017-01-10,194.087,194.585,192.724,194.585,15903117.082079
2017-01-11,196.556,197.919,195.282,197.332,21067268.993823
2017-01-12,197.531,197.531,193.211,195.371,16649689.863962
2017-01-13,195.56,196.745,195.282,196.257,10334203.440183
2017-01-16,196.257,196.257,192.624,193.311,11803897.223819
2017-01-17,196.456,196.456,194.087,194.286,9000871.9822359
2017-01-18,195.182,196.357,194.585,196.257,11154830.879325
2017-01-19,197.133,197.133,194.883,196.058,9833889.4202017
2017-01-20,195.56,195.958,194.286,194.286,7821651.9352214
2017-01-23,193.022,195.859,193.022,194.386,7183313.8105979
2017-01-24,195.471,195.471,193.51,194.386,8980286.6200962
2017-01-25,197.531,197.531,195.759,197.332,17315906.490643
2017-01-26,198.914,201.861,198.317,201.462,21407161.062601
2017-01-27,202.05,202.05,200.676,200.865,8870414.2967586
2017-02-01,198.516,203.234,197.332,203.035,19836431.319531
2017-02-02,203.433,204.797,200.865,201.662,14495111.06505
2017-02-03,201.861,202.836,198.914,201.462,12745399.490119
2017-02-06,202.836,203.831,200.865,203.831,9407068.4284382
2017-02-07,202.448,203.831,200.865,201.861,11743541.693543
2017-02-08,200.865,201.662,198.914,200.477,16258534.828106
2017-02-09,202.05,203.433,200.676,200.676,13194851.419566
2017-02-10,201.861,202.448,198.914,199.104,13569861.881054
2017-02-13,199.502,201.462,199.502,200.099,11671036.288488
2017-02-14,199.701,200.288,199.303,199.303,11947308.546568
2017-02-15,198.715,204.22,198.715,203.035,21336004.973831
2017-02-16,206.369,209.326,204.409,208.34,31192600.68445
2017-02-17,209.923,211.286,208.141,208.539,18899608.960344
2017-02-20,209.525,211.475,208.937,210.311,14641150.691151
2017-02-21,209.923,211.097,206.369,207.365,15241126.236704
2017-02-22,208.34,211.286,208.34,211.286,14533235.529483
2017-02-23,211.874,212.67,210.311,211.097,16004140.985076
2017-02-24,209.724,210.51,207.554,207.554,17526800.707571
2017-02-27,207.365,209.923,205.991,206.568,14389659.435422
2017-02-28,207.166,207.942,203.433,203.433,16649452.754026
2017-03-01,203.433,203.831,201.462,203.234,19488060.561158
2017-03-02,206.967,207.365,202.836,202.836,16086253.361324
2017-03-03,202.448,205.195,200.676,203.632,16518530.89571
2017-03-06,203.035,206.768,203.035,205.593,11571933.377849
2017-03-07,205.195,208.937,205.195,208.141,12257811.039803
2017-03-08,206.568,208.937,206.568,208.539,11046485.704723
2017-03-09,209.326,209.326,205.593,206.19,14371785.766992
2017-03-10,205.792,209.136,205.593,208.738,16155287.517114
2017-03-13,209.326,212.073,209.136,211.674,20364038.099653
2017-03-14,212.272,212.272,210.112,210.898,15369804.592963
2017-03-15,209.326,211.874,209.326,210.898,10927128.983972
2017-03-16,213.854,216.999,212.471,216.999,27646282.011954
2017-03-17,218.373,218.95,216.999,218.184,22498911.656354
2017-03-20,218.184,224.265,217.985,224.265,24927652.836802
2017-03-21,224.066,225.828,219.936,224.852,28850676.904941
2017-03-22,220.135,223.091,219.537,221.319,25267111.878537
2017-03-23,217.985,219.737,214.441,219.139,40350913.663744
2017-03-24,219.338,221.518,218.552,221.319,16899430.926862
2017-03-27,221.319,224.464,219.338,220.921,20969321.491767
2017-03-28,223.091,223.091,220.921,222.095,14665939.731127
2017-03-29,226.027,226.226,222.693,224.066,16409527.640567
2017-03-30,225.251,225.251,221.319,221.319,17693402.587639
2017-03-31,221.518,222.494,218.751,218.95,16399903.589421
2017-04-03,222.095,222.095,218.552,221.319,13271326.406632
2017-04-05,224.066,224.852,222.295,224.852,21953381.977349
2017-04-06,223.867,224.852,222.494,224.066,11387663.79349
2017-04-07,224.066,224.265,220.334,223.28,15190201.854576
2017-04-10,224.066,224.464,221.518,222.494,7610496.4954831
2017-04-11,224.066,224.066,220.334,221.12,9612746.2267892
2017-04-12,221.518,227.022,221.319,227.022,16016763.07032
2017-04-13,225.629,229.759,224.852,226.624,21022629.029685
2017-04-18,227.022,227.799,224.066,224.066,15073364.92924
2017-04-19,224.066,227.42,224.066,226.226,16899509.293705
2017-04-20,228.585,232.516,227.61,232.516,21775501.300103
2017-04-21,233.492,235.482,229.759,232.327,17288394.705223
2017-04-24,235.871,235.871,232.516,233.89,14803987.948644
2017-04-25,234.686,238.618,233.094,238.618,19119535.458283
2017-04-26,239.603,240.37,236.249,237.423,20969058.25955
2017-04-27,238.021,240.768,235.283,240.37,17600430.375412
2017-04-28,240.569,240.569,238.22,239.205,13685617.745838
2017-05-02,240.768,244.112,240.569,244.112,19721351.619944
2017-05-04,243.326,243.326,238.618,239.603,24079372.953804
2017-05-05,239.016,239.792,237.622,239.603,15163094.964512
2017-05-08,242.937,242.937,239.205,240.569,19647697.839228
2017-05-09,243.714,246.471,241.365,246.471,20024939.746336
2017-05-10,247.645,250.98,244.898,246.093,30104945.260597
2017-05-11,245.296,250.601,245.097,250.213,20650176.54233
2017-05-12,251.776,254.722,250.791,253.747,26307979.28299
2017-05-15,255.12,256.106,253.358,254.523,21943978.960889
2017-05-16,257.101,257.101,251.776,254.334,23352977.624596
2017-05-17,256.305,256.703,253.747,255.319,18321830.320728
2017-05-18,252.572,266.716,252.572,259.45,54987858.667652
2017-05-19,262.008,267.144,261.221,264.397,29742264.515746
2017-05-22,267.542,272.648,266.347,271.284,27568722.950227
2017-05-23,274.827,276.39,267.741,271.085,35483854.472749
2017-05-24,271.483,271.682,264.964,269.493,23495595.231884
2017-05-25,269.293,273.046,269.293,273.046,18331514.654061
2017-05-26,271.483,274.827,271.284,273.832,17077162.908047
2017-05-29,273.832,274.031,269.891,270.687,17030488.4201
2017-05-31,270.687,272.847,263.401,263.6,37764885.205814
2017-06-01,263.003,268.716,258.863,267.144,32364164.893722
2017-06-02,271.483,271.483,265.352,265.949,18333453.731075
2017-06-05,267.741,269.493,264.964,267.542,12654038.82169
2017-06-06,268.139,269.692,267.542,269.493,12575133.457788
2017-06-07,270.488,271.483,266.745,268.716,13283179.893992
2017-06-08,268.716,270.289,267.343,269.293,15222260.926298
2017-06-09,273.643,279.157,272.06,273.245,70235344.675078
2017-06-12,267.144,270.687,265.352,266.546,38598395.95301
2017-06-13,269.493,269.493,266.945,268.328,23353233.82389
2017-06-14,269.891,273.245,268.905,273.245,22954103.454701
2017-06-15,272.847,272.847,268.905,268.905,18497685.516493
2017-06-16,268.716,272.26,268.517,268.517,21245481.223097
2017-06-19,270.687,274.827,270.09,274.628,17221412.153195
2017-06-20,278.57,279.545,275.027,275.803,16353285.364848
2017-06-21,276.002,277.385,272.847,275.027,16768242.82222
2017-06-22,278.371,279.545,276.191,277.385,15810681.381316
2017-06-23,278.371,278.57,276.002,276.002,12957507.388411
2017-06-26,276.788,280.73,276.589,279.734,16705594.559434
2017-06-27,280.332,284.074,278.57,283.676,20339347.520582
2017-06-28,279.734,282.71,277.784,278.57,25764852.853839
2017-06-29,282.71,282.909,278.371,279.734,16157217.551799
2017-06-30,274.827,276.39,273.245,275.027,21235880.280123
2017-07-03,274.23,276.589,273.643,276.589,13177976.426033
2017-07-04,274.628,275.027,262.406,265.163,39614327.630832
2017-07-05,262.605,269.293,256.504,266.945,45145134.892953
2017-07-06,270.488,270.886,267.144,267.741,17152858.245495
2017-07-07,263.799,266.546,263.003,264.964,18325720.531193
2017-07-10,265.949,267.94,265.352,267.542,13235369.08682
2017-07-11,269.692,274.827,269.692,274.23,19164009.646407
2017-07-12,275.415,278.958,274.827,276.987,15632925.287257
2017-07-13,281.327,282.123,278.371,280.133,19180056.764573
2017-07-14,280.73,281.128,278.182,280.531,12055029.800535
2017-07-17,283.676,284.472,279.933,280.73,14529713.040359
2017-07-18,282.322,283.089,280.929,282.511,11546614.859331
2017-07-19,285.467,294.316,284.472,293.539,28808398.997828
2017-07-20,295.311,295.51,291.569,292.554,16242139.077959
2017-07-21,293.539,296.107,290.573,292.554,11748417.517764
2017-07-24,293.539,298.257,292.753,297.67,15814665.029171
2017-07-25,297.859,300.238,297.083,297.083,18616182.211377
